2 0.09766576449797905 0.09744433830061544
3 0.035833721997459544 0.043135560511195464
4 0.015058974443275383 0.0170903942306232
5 0.008962151952589061 0.00861869048063322
6 0.004123791121041888 0.0035249786125192495
7 0.0033017759051102986 0.001415768309557223
8 0.002269968400661529 6.092600975352661E-4
9 0.001783121096154552 2.5709874773052516E-4
10 0.002069830486606371 1.0547058249895663E-4
11 0.0015691627482090698 4.34262968711878E-5
12 0.002111296583198907 1.8991168637441734E-5
13 0.002147872295267234 8.073397589311408E-6
14 0.00405555646344423 3.128767124691483E-6
15 0.0031004033713702413 1.2162025786402217E-6
16 0.004569596936805782 5.654574543120341E-7
17 0.006845469700232512 1.8015230886452986E-7
18 0.014569726252565078 9.309191494220897E-8
19 0.02659452411477817 3.9306244495395385E-8
20 0.029728213326607165 2.6486936426747038E-8
21 0.07302339228825849 5.020715728789491E-9
22 0.15444433253276182 1.8997431738217996E-9
23 0.24044244691147007 1.009128936037724E-9
24 0.5472421763290266 4.0210365446824755E-10
25 0.962710201370832 1.7246427524860372E-10
26 3.8924125111175862 4.6433605190753215E-11
27 6.103318161889568 3.2659210394522265E-11
28 18.40235164827773 1.4352726954780341E-11
29 39.99443404770448 4.617973824312792E-12
30 75.13723439821561 2.0440242391036233E-12
31 208.78929996872156 6.905301365114154E-13
32 737.4525116703143 1.995807294998063E-13
33 1730.216557550937 1.7985088117099404E-13
34 6516.567728327084 9.158043029215076E-14
35 18793.649851842252 2.491541124402958E-14
36 53052.39450527484 8.568991538039466E-15
37 139219.88098691124 1.98859359899081E-15
38 464514.00855800137 8.171537664378206E-15
39 1828129.661953677 5.464073666092199E-16
40 4579395.818976006 5.466490695802133E-16
41 1.9745607131361894E7 8.614967382963333E-17
42 6.129010725393751E7 1.1964048940162892E-17
43 1.6961135112148792E8 9.215024148152657E-18
44 8.953589129191103E8 8.040778922415292E-19
45 4.0707504394582777E9 5.58547113120121E-18
46 3.9970850201435425E10 8.374730415565124E-19
47 6.581089084189712E10 1.2849429918500626E-19
48 2.112289279784018E11 1.4569316876497718E-19
49 1.6386930455396184E12 5.230725163455619E-20
50 6.498232384509271E12 3.286078040006867E-20
